Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Total_Expense,,,,,,
110163,63,4,Professional,Tier_2,22033,11602,2983,12365,5710,4580,4874,5370,3892,6678,2842,23,25598,27234,3341,750,1072,1275,744,58,206,325,82929,,,,,,
177013,63,4,Student,Tier_2,35403,0,7412,21867,10221,5516,7560,13516,7854,10828,3233,22,38708,53604,2489,2613,337,1922,969,89,478,165,123410,,,,,,
26416,27,1,Self_Employed,Tier_2,5283,3519,712,3776,1632,1028,815,1442,1207,2615,360,9,2297,4028,266,326,283,234,229,31,74,65,22389,,,,,,
38004,50,1,Professional,Tier_3,5701,0,1530,4391,2339,1774,1828,1771,1687,2846,998,5,1969,13140,627,537,315,129,89,10,133,245,24865,,,,,,
8916,55,1,Self_Employed,Tier_1,2675,0,218,956,681,421,194,385,391,780,241,9,846,1975,57,120,46,15,55,13,37,20,6942,,,,,,
97782,58,2,Self_Employed,Tier_2,19556,11596,4632,10533,5271,2851,2550,5412,2991,5965,2007,14,13584,24417,1315,516,271,232,644,115,173,164,73364,,,,,,
11787,39,4,Retired,Tier_3,1768,0,376,1634,636,350,326,647,546,660,277,6,712,4565,193,176,70,64,64,3,3,35,7220,,,,,,
35681,33,4,Retired,Tier_2,7136,0,1359,3862,1892,1428,891,2346,1726,2270,832,9,3334,11938,200,449,385,175,280,16,56,236,23742,,,,,,
12470,36,4,Professional,Tier_3,1871,0,327,1275,786,370,511,838,518,805,347,7,852,4822,68,230,22,40,126,4,14,48,7648,,,,,,
18730,28,4,Professional,Tier_1,5619,2793,853,2673,952,576,745,1130,722,1115,476,5,1024,1077,486,172,118,171,219,16,24,118,17654,,,,,,
15354,28,1,Retired,Tier_3,2303,3029,753,2252,789,437,752,749,583,1372,442,9,1448,1894,665,85,38,166,165,24,40,51,13461,,,,,,
18447,31,1,Self_Employed,Tier_2,3689,0,538,2754,1470,411,729,1394,870,1344,327,7,1301,4921,267,88,95,106,137,11,1,62,13526,,,,,,
19490,56,2,Retired,Tier_1,5847,0,509,2305,1156,649,695,887,836,1474,572,8,1570,4560,483,68,126,95,181,30,59,151,14930,,,,,,
19348,43,1,Self_Employed,Tier_2,3870,0,699,2815,1289,736,590,1205,934,1303,238,8,1570,5669,786,300,194,114,174,22,36,37,13679,,,,,,
58432,61,4,Student,Tier_2,11686,0,2848,6294,3088,2698,2800,3880,1779,4985,700,12,6831,17674,1566,612,799,735,224,57,183,170,40758,,,,,,
12395,37,4,Professional,Tier_1,3719,0,532,1855,787,556,440,675,462,1105,159,10,1212,2107,335,191,161,61,139,0,17,19,10290,,,,,,
35789,37,0,Retired,Tier_2,7158,0,1772,3609,2268,1130,1305,2769,1205,0,902,9,3377,13671,463,226,319,308,390,43,0,123,22118,,,,,,
79485,22,1,Self_Employed,Tier_1,23845,0,3677,9325,5819,3927,3387,5842,2977,6610,1928,12,9225,12146,1236,492,889,460,820,60,240,570,67337,,,,,,
19898,18,0,Student,Tier_3,2985,0,808,2731,1517,404,669,1548,819,0,597,6,1155,7821,793,169,39,179,185,11,0,162,12078,,,,,,
16892,28,4,Self_Employed,Tier_2,3378,2314,431,2198,1023,712,587,1181,771,1641,324,8,1373,2332,366,248,207,53,291,27,27,50,14560,,,,,,
24948,64,1,Professional,Tier_1,7484,0,1158,2993,1350,975,717,1878,993,1957,536,6,1411,4906,684,160,190,140,203,8,48,103,20041,,,,,,
77090,27,4,Retired,Tier_1,23127,8565,2943,8008,4395,2684,2990,5773,2565,6562,2101,11,7375,7375,1441,844,224,269,423,63,137,409,69713,,,,,,
35040,64,0,Self_Employed,Tier_3,5256,4939,1176,5172,2146,997,738,1750,1249,0,364,8,2908,11255,638,134,203,105,336,34,0,54,23787,,,,,,
19614,45,0,Professional,Tier_1,5884,0,687,2799,1060,603,461,1513,897,0,406,8,1523,5304,462,167,110,102,270,12,0,84,14310,,,,,,
44181,62,3,Retired,Tier_1,13254,0,2161,4585,2396,932,1933,2256,1972,3333,926,15,6521,10433,1205,566,69,340,502,55,32,212,33748,,,,,,
12421,64,3,Student,Tier_2,2484,684,253,1709,670,562,519,628,496,1126,154,5,669,3136,158,134,162,120,144,6,25,31,9285,,,,,,
51743,51,1,Self_Employed,Tier_1,15523,0,2199,5605,2893,2343,2088,2170,2176,4905,594,10,5178,11247,1626,604,428,223,111,80,108,176,40496,,,,,,
41599,30,1,Retired,Tier_1,12480,0,1783,6164,2463,1122,949,2947,1919,2447,616,13,5553,8711,1115,712,264,221,445,72,61,71,32890,,,,,,
23452,61,1,Retired,Tier_2,4690,4355,536,2423,1641,1094,530,1583,1134,1889,640,5,1173,2936,178,190,149,110,460,26,83,138,20515,,,,,,
15338,42,1,Retired,Tier_1,4601,0,751,1675,985,764,465,1163,564,1360,418,7,1021,2592,143,230,195,89,73,2,21,69,12746,,,,,,
14759,40,1,Professional,Tier_1,4428,0,515,2046,986,562,452,1110,589,1095,328,8,1200,2649,221,193,155,114,278,14,9,32,12111,,,,,,
46019,53,1,Student,Tier_2,9204,0,1908,4641,3056,1833,1533,2481,1536,4232,1232,12,5692,14365,1188,903,201,77,687,67,133,136,31656,,,,,,
80189,29,1,Student,Tier_3,12028,0,2630,11533,6336,1711,3374,5893,3152,4936,2279,13,10795,26316,3097,1399,376,279,874,94,214,313,53872,,,,,,
18018,64,0,Professional,Tier_3,2703,1356,532,2037,1185,719,862,968,568,0,452,7,1210,6636,121,212,46,51,101,27,0,82,11382,,,,,,
43289,62,0,Self_Employed,Tier_2,8658,5672,1606,6193,2920,1074,1049,2550,1395,0,1042,11,4842,11129,804,700,71,235,248,47,0,105,32159,,,,,,
5650,19,0,Professional,Tier_2,1130,604,264,698,412,223,193,390,262,0,167,7,371,1305,149,25,42,13,50,9,0,11,4343,,,,,,
18793,37,4,Student,Tier_3,2819,0,737,1933,1302,739,516,1126,790,1796,269,6,1131,6769,295,234,67,59,266,36,22,62,12027,,,,,,
29264,33,2,Professional,Tier_2,5853,0,1159,3717,1565,756,1348,1540,1176,1778,793,8,2380,9579,921,85,54,215,346,17,85,106,19685,,,,,,
14490,31,4,Student,Tier_2,2898,0,427,1972,755,399,609,923,483,806,398,9,1303,4820,226,91,48,117,268,4,17,73,9670,,,,,,
14182,19,1,Student,Tier_3,2127,0,383,1798,732,365,478,1035,492,982,330,6,791,5459,507,165,101,76,80,8,19,25,8722,,,,,,
17584,33,2,Student,Tier_2,3517,0,683,2550,1073,353,860,1113,664,988,192,7,1307,5592,269,321,76,49,236,7,34,46,11993,,,,,,
37900,21,0,Student,Tier_3,5685,0,924,5217,2166,1661,1325,2583,1187,0,406,8,3088,16746,660,547,223,176,629,21,0,89,21154,,,,,,
25825,60,0,Self_Employed,Tier_3,3874,0,862,2743,1959,934,662,1799,1121,0,645,6,1465,11227,142,221,175,50,283,4,0,46,14599,,,,,,
5006,30,3,Student,Tier_2,1001,0,138,512,385,181,102,250,204,394,145,5,258,1695,34,107,14,23,19,5,15,29,3312,,,,,,
5499,55,1,Retired,Tier_3,825,977,226,649,349,123,140,377,269,448,93,9,514,1024,139,46,9,13,64,12,10,28,4476,,,,,,
18462,18,1,Retired,Tier_2,3692,0,666,2496,1208,676,922,1251,863,1436,351,7,1303,4901,468,217,145,266,351,16,31,78,13561,,,,,,
43265,26,3,Student,Tier_2,8653,0,995,6181,2411,1485,2104,2643,2157,4067,791,12,5323,11778,1016,560,119,630,690,81,171,210,31487,,,,,,
3331,38,4,Student,Tier_1,999,0,123,476,174,137,160,243,101,295,59,7,233,564,51,11,28,43,48,2,2,12,2767,,,,,,
20114,35,3,Professional,Tier_3,3017,0,765,2080,1167,715,443,1031,688,1885,320,6,1248,8003,606,309,109,85,181,13,9,65,12111,,,,,,
19692,60,1,Self_Employed,Tier_1,5908,3829,566,2762,1132,888,486,802,755,1211,325,7,1029,1029,335,213,58,127,145,14,46,49,18664,,,,,,
91092,49,0,Student,Tier_3,13664,0,2726,10420,6152,2888,4264,6328,4531,0,1944,11,9669,38174,2179,1208,690,1218,1336,160,0,276,52917,,,,,,
22047,63,3,Professional,Tier_1,6614,0,1020,3217,1308,961,960,1160,969,1968,395,7,1592,3475,811,308,182,248,133,48,61,28,18572,,,,,,
40755,51,2,Student,Tier_2,8151,2418,952,5087,2225,1059,1628,2510,1659,3094,901,13,5328,11073,338,598,189,229,682,82,153,163,29684,,,,,,
33589,37,0,Self_Employed,Tier_1,10077,0,1647,3613,2612,779,1483,2433,1206,0,590,7,2468,9148,410,328,185,307,578,1,0,117,24440,,,,,,
5456,60,4,Self_Employed,Tier_2,1091,0,144,816,281,153,206,248,241,394,161,9,480,1720,79,75,39,37,54,1,9,35,3735,,,,,,
55466,19,0,Retired,Tier_2,11093,0,1512,6113,3856,1885,1979,3958,2197,0,1280,12,6486,21593,1279,789,104,452,327,41,0,70,33873,,,,,,
35642,21,4,Self_Employed,Tier_3,5346,2888,1131,4052,2133,1757,848,2155,1549,2010,1028,9,3105,10744,889,493,189,54,117,19,7,85,24897,,,,,,
45052,62,0,Retired,Tier_2,9010,0,2182,5696,3142,1758,1858,1939,2044,0,1196,15,6732,16226,702,816,186,286,519,44,0,231,28825,,,,,,
693803,55,1,Self_Employed,Tier_2,138761,123081,32524,70300,44023,14040,23666,50778,22428,56592,14765,19,102846,102846,6630,12273,1995,6222,6601,384,2023,3236,590958,,,,,,
5663,24,4,Professional,Tier_1,1699,0,240,800,449,238,279,412,242,563,153,7,389,588,194,130,52,56,122,5,11,29,5075,,,,,,
119218,39,4,Self_Employed,Tier_1,35765,0,5227,14616,6568,2398,2716,6296,3957,11229,1577,19,22852,28869,3568,1587,205,596,727,82,196,121,90349,,,,,,
23837,37,3,Professional,Tier_3,3576,0,850,2802,1304,789,856,1364,877,2103,266,6,1496,9051,821,376,97,84,404,41,9,52,14787,,,,,,
37753,52,0,Retired,Tier_1,11326,0,1780,4606,2219,982,1331,2949,1817,0,546,7,2543,10197,414,361,252,240,257,30,0,137,27556,,,,,,
28927,21,4,Professional,Tier_3,4339,0,689,4295,1656,928,1356,2210,989,2125,812,8,2199,9528,553,278,259,373,185,44,3,182,19399,,,,,,
21366,37,4,Retired,Tier_1,6410,2524,775,2663,1536,596,832,1312,1025,1753,572,10,1369,1369,203,188,49,197,147,34,9,45,19998,,,,,,
19017,52,0,Self_Employed,Tier_2,3803,0,849,2618,1242,730,472,856,758,0,428,7,1292,7261,453,274,117,124,87,8,0,112,11756,,,,,,
39048,50,0,Professional,Tier_3,5857,0,1449,3935,2471,836,1474,2006,1524,0,923,6,2472,18573,860,217,218,391,334,59,0,63,20475,,,,,,
8913,38,2,Professional,Tier_3,1337,1291,396,1228,557,216,385,383,424,712,250,8,746,1733,128,127,64,64,68,8,12,24,7179,,,,,,
54689,62,3,Retired,Tier_1,16407,0,1368,5728,3699,1269,1151,3601,1762,3649,890,11,6185,15165,827,203,330,205,364,70,157,138,39524,,,,,,
21504,31,4,Self_Employed,Tier_2,4301,2272,455,3004,1716,1007,884,1639,696,1637,422,5,1170,3472,740,150,77,148,357,19,26,101,18033,,,,,,
12148,48,0,Student,Tier_3,1822,1581,447,1773,839,378,264,687,580,0,149,8,995,3629,264,213,111,30,202,17,0,30,8520,,,,,,
20930,39,4,Student,Tier_1,6279,1884,856,2338,1568,818,732,1666,648,1727,417,7,1385,1999,256,286,105,182,487,14,82,118,18933,,,,,,
82016,47,2,Professional,Tier_1,24605,0,3008,9338,5641,3749,2067,4188,2798,7490,928,14,11124,18204,2236,1354,776,473,359,55,69,81,63812,,,,,,
19549,46,2,Retired,Tier_2,3910,2708,604,2745,1462,971,699,1056,738,996,329,8,1518,3332,672,336,98,95,147,8,19,45,16218,,,,,,
39963,53,4,Retired,Tier_1,11989,4594,1666,5564,2639,1628,1386,3157,1259,3493,914,6,1674,1674,760,733,376,133,264,7,9,267,38289,,,,,,
16717,59,3,Retired,Tier_2,3343,0,801,2335,881,479,655,1211,620,1652,374,6,1056,4365,668,93,95,119,96,15,67,86,12351,,,,,,
55011,46,1,Self_Employed,Tier_2,11002,8373,2041,7724,3434,2719,2424,4041,2056,4426,554,15,6217,6217,1247,845,294,354,347,22,55,106,48794,,,,,,
51915,24,4,Self_Employed,Tier_3,7787,0,1304,6088,4089,1998,2129,2834,2274,4181,1276,14,7463,17955,1686,248,338,287,710,70,188,232,33960,,,,,,
131642,49,2,Self_Employed,Tier_3,19746,0,4692,19419,9642,6550,5139,9294,4362,11719,2909,23,30375,38170,3647,1087,1316,1505,2141,89,560,356,93472,,,,,,
26069,30,3,Student,Tier_2,5214,3681,1108,3778,1837,729,953,2058,844,1757,747,9,2456,3362,368,243,73,136,194,33,27,196,22706,,,,,,
51220,30,0,Professional,Tier_2,10244,0,1328,5449,2805,2175,2227,3274,2019,0,999,12,6366,20698,1359,449,403,193,218,28,0,107,30520,,,,,,
32448,31,3,Self_Employed,Tier_2,6490,0,1081,3313,1704,1024,1563,2321,1392,2152,461,7,2142,10947,469,151,120,332,430,15,89,120,21501,,,,,,
84597,23,3,Professional,Tier_1,25379,0,3388,12343,4906,3298,2481,4432,3054,4930,2227,11,8915,18159,1534,1406,322,676,1135,35,32,227,66438,,,,,,
16880,33,4,Retired,Tier_3,2532,0,378,1869,1219,661,424,981,801,1092,383,9,1599,6541,138,299,83,118,134,30,26,51,10340,,,,,,
54446,58,3,Self_Employed,Tier_1,16334,3814,1423,7462,3793,1426,1955,3312,2036,4877,1218,14,6796,6796,1986,1111,253,251,293,61,168,221,47650,,,,,,
25673,38,0,Self_Employed,Tier_1,7702,2017,1069,3417,1334,1219,962,1208,1165,0,657,7,1681,4921,814,343,323,229,324,19,0,170,20750,,,,,,
28498,61,4,Self_Employed,Tier_2,5700,1524,838,3883,1479,1276,870,2169,1336,2318,718,8,2189,6388,198,75,124,87,458,57,93,120,22111,,,,,,
32285,33,2,Professional,Tier_2,6457,0,736,4226,1909,762,1102,1895,1607,3144,935,9,3060,9511,1126,383,89,329,449,4,28,238,22773,,,,,,
36708,22,0,Student,Tier_2,7342,3807,1555,4196,2904,1662,1722,2827,1302,0,817,6,2046,8575,879,344,299,257,607,28,0,221,28134,,,,,,
27336,41,4,Student,Tier_1,8201,2486,718,3546,1489,964,760,1794,1134,1835,798,8,2097,3613,819,176,196,88,443,10,86,188,23725,,,,,,
35622,60,4,Retired,Tier_2,7124,0,822,4510,2222,1504,1726,2086,1256,1971,541,8,2785,11861,1067,559,159,252,239,39,18,145,23762,,,,,,
106027,18,1,Professional,Tier_3,15904,0,4106,12227,7297,2799,3148,7821,3823,8468,1797,18,19239,38636,1932,1804,519,408,2249,168,16,125,67390,,,,,,
65994,27,0,Self_Employed,Tier_2,13199,4114,3122,7748,4444,3293,1693,4997,2250,0,1557,11,7539,19577,1107,1092,835,179,776,73,0,261,46417,,,,,,
60131,60,3,Student,Tier_1,18039,0,2063,7959,3667,2021,1759,2469,2374,3467,1752,15,8883,14560,810,369,496,181,694,0,21,363,45570,,,,,,
20838,64,0,Retired,Tier_1,6251,3161,557,2955,1174,890,980,1548,813,0,230,8,1734,2278,686,169,158,85,216,26,0,56,18559,,,,,,
14729,52,0,Student,Tier_2,2946,2318,552,1911,1148,672,553,826,687,0,420,8,1233,2697,403,144,75,100,204,13,0,98,12033,,,,,,
64421,48,1,Professional,Tier_2,12884,9621,2517,7852,3304,1711,1620,3372,2341,4239,1389,12,7892,13572,1014,337,466,370,722,96,104,80,50850,,,,,,
60463,32,3,Retired,Tier_2,12093,0,2911,6417,3232,2370,2918,4599,2328,3903,1674,12,7178,18019,882,348,516,500,1055,62,80,254,42445,,,,,,
97449,28,1,Professional,Tier_3,14617,0,4780,9833,5187,3501,4636,5225,4674,7687,1887,11,10696,35423,2464,1386,546,266,294,89,233,542,62027,,,,,,
18504,26,1,Retired,Tier_1,5551,0,560,1932,1189,379,818,928,709,1031,427,8,1435,4980,262,115,21,116,271,13,35,97,13524,,,,,,
24967,19,1,Professional,Tier_2,4993,0,1051,2582,1769,725,701,1901,801,2057,499,5,1367,7889,465,129,163,114,385,29,49,67,17079,,,,,,
8082,61,0,Self_Employed,Tier_2,1616,687,370,875,522,190,370,555,333,0,187,9,725,2377,183,104,33,99,146,12,0,42,5705,,,,,,
21916,47,1,Self_Employed,Tier_3,3287,0,857,3182,1541,707,834,1438,708,1199,389,9,2024,7772,701,197,211,93,339,12,22,72,14142,,,,,,
66583,33,2,Professional,Tier_1,19975,0,3032,7160,4992,1889,2864,3399,2958,6592,1510,14,9224,12211,1782,717,141,362,345,132,203,377,54371,,,,,,
20656,18,3,Professional,Tier_1,6197,0,737,2265,1052,1028,650,996,836,1863,561,9,1776,4472,185,312,143,116,277,12,50,162,16185,,,,,,
50078,23,3,Student,Tier_2,10016,7224,1902,6542,3931,2461,1626,2792,1720,4335,738,11,5491,6793,578,461,455,260,715,83,110,158,43287,,,,,,
25759,63,1,Student,Tier_2,5152,2755,593,3270,1903,979,632,1774,1281,1930,670,6,1662,4820,695,107,104,63,518,6,5,148,20939,,,,,,
38879,28,0,Retired,Tier_2,7776,0,1223,5514,2171,1269,1127,1904,1467,0,979,6,2350,15449,1269,228,292,268,494,50,0,268,23430,,,,,,
11978,50,4,Professional,Tier_3,1797,617,245,1335,812,557,363,758,566,1030,147,6,665,3751,356,236,123,27,198,27,16,36,8227,,,,,,
32116,34,4,Professional,Tier_3,4817,6267,1361,3988,2069,1214,897,2079,1567,2234,688,9,2932,4934,303,149,176,97,277,61,84,203,27181,,,,,,
2741,51,0,Professional,Tier_1,822,0,88,289,165,78,78,193,93,0,57,9,239,878,39,43,19,19,11,3,0,6,1863,,,,,,
25834,63,1,Student,Tier_2,5167,4073,1213,3342,2004,1144,887,1686,1134,1692,313,7,1688,3178,350,379,127,97,305,57,9,48,22655,,,,,,
8140,57,1,Student,Tier_1,2442,698,188,1059,565,243,323,355,326,540,204,7,562,1197,56,39,40,32,64,5,10,17,6943,,,,,,
78728,42,2,Self_Employed,Tier_3,11809,7590,1626,11210,4966,2246,1796,6236,2394,7656,1000,15,11443,20198,2926,789,647,520,1455,98,229,264,58529,,,,,,
55875,39,4,Retired,Tier_1,16763,10321,1746,6510,4095,2565,1453,4146,2720,5139,978,13,0,-561,490,1143,169,318,368,32,53,285,56436,,,,,,
43577,43,4,Student,Tier_3,6537,0,2144,5007,2725,1150,1003,2347,1997,2963,648,12,5443,17057,604,225,291,181,573,45,90,163,26521,,,,,,
101291,44,3,Retired,Tier_2,20258,0,4974,14952,8037,2678,4303,5003,4387,7810,1068,16,15727,27820,1599,1988,350,965,798,203,161,165,73470,,,,,,
14042,55,1,Retired,Tier_2,2808,0,567,1720,952,662,657,796,490,784,173,6,829,4432,305,246,56,148,155,4,37,18,9609,,,,,,
121400,26,0,Student,Tier_2,24280,10713,3351,13896,6431,5134,5317,6418,5949,0,2564,23,28323,37347,2789,499,597,883,524,107,0,130,84053,,,,,,
63241,54,1,Professional,Tier_2,12648,0,2176,8241,4260,1500,2226,4426,2946,5679,1427,15,9280,17710,1709,433,365,422,399,88,39,208,45529,,,,,,
24828,22,1,Professional,Tier_1,7448,0,1223,2660,1732,514,575,1818,818,1429,658,5,1242,5951,793,240,150,141,412,32,26,151,18875,,,,,,
74418,35,2,Self_Employed,Tier_2,14884,0,3271,8879,4065,1899,3180,3585,3034,5327,1627,11,8244,24666,2054,1123,114,694,639,136,244,218,49751,,,,,,
12381,39,0,Professional,Tier_2,2476,791,496,1522,897,617,618,923,591,0,275,6,693,3175,298,162,93,86,48,6,0,52,9206,,,,,,
15512,63,2,Professional,Tier_3,2327,0,742,2236,1091,737,643,792,482,1399,325,6,897,4737,181,180,121,191,149,15,23,72,10774,,,,,,
18436,29,2,Student,Tier_2,3687,3248,753,2514,959,498,388,1163,882,1581,269,9,1664,2494,687,218,56,69,316,14,44,56,15942,,,,,,
19649,61,2,Retired,Tier_2,3930,0,567,2349,1213,729,642,1011,695,1336,414,5,1039,6764,465,188,120,51,217,24,51,92,12886,,,,,,
12884,39,2,Professional,Tier_3,1933,0,475,1588,1010,479,352,618,613,692,331,9,1160,4793,102,234,84,59,139,20,15,92,8091,,,,,,
79811,23,1,Student,Tier_3,11972,0,2237,11741,4311,3442,3670,5310,2420,4806,2188,12,9868,27716,777,422,232,915,333,22,99,455,52097,,,,,,
24389,53,3,Retired,Tier_1,7317,3772,903,3459,1586,734,957,1148,793,1723,713,7,1285,1285,810,346,94,125,202,7,73,128,23105,,,,,,
39774,44,1,Student,Tier_2,7955,0,1943,4211,2917,878,1920,3098,1207,2462,1017,8,3359,12166,682,637,259,508,278,32,70,199,27608,,,,,,
19009,64,2,Professional,Tier_1,5703,0,669,2242,1011,668,856,961,646,1255,391,9,1674,4608,415,97,57,157,278,29,18,30,14402,,,,,,
6992,32,2,Professional,Tier_2,1398,919,246,861,521,206,295,535,264,650,208,8,581,890,60,37,26,51,91,0,23,54,6103,,,,,,
37235,34,3,Student,Tier_3,5585,0,1061,4099,2479,1638,1149,1636,1550,3192,905,8,3060,13941,360,148,272,160,262,10,140,216,23294,,,,,,
6497,20,4,Self_Employed,Tier_3,975,0,174,692,401,182,195,367,233,581,144,5,327,2556,176,81,11,22,46,4,21,37,3944,,,,,,
28397,27,0,Retired,Tier_3,4260,0,661,3291,1512,913,1238,1655,1327,0,743,5,1449,12798,605,94,210,131,427,26,0,72,15600,,,,,,
10040,42,2,Retired,Tier_2,2008,1337,400,1336,628,254,465,663,363,995,217,9,866,1375,144,144,46,76,130,2,26,27,8666,,,,,,
147086,38,2,Professional,Tier_1,44126,22530,5439,21760,10112,3088,3327,11330,5663,9294,2505,21,7913,7913,4206,529,896,487,2528,103,279,356,139174,,,,,,
62196,57,1,Student,Tier_1,18659,11607,2205,9253,4514,1353,1823,4569,2710,4261,1582,14,0,-340,1290,1099,131,287,523,10,143,167,62536,,,,,,
32649,26,2,Student,Tier_2,6530,5660,1570,4695,2091,1549,847,1595,1221,2409,419,7,2329,4062,1060,332,327,177,415,20,53,102,28586,,,,,,
82448,41,2,Professional,Tier_1,24734,0,3237,11175,5352,1834,1730,6219,3697,7252,2469,11,8967,14749,2221,608,171,417,1398,66,59,487,67699,,,,,,
15243,49,0,Student,Tier_1,4573,0,470,1581,1100,509,309,903,567,0,277,9,1411,4955,259,285,91,37,223,15,0,47,10289,,,,,,
46339,20,1,Professional,Tier_2,9268,3938,1284,4671,2861,1596,1475,1930,1697,4627,561,14,6576,12432,767,566,468,438,205,46,189,83,33908,,,,,,
35200,50,4,Self_Employed,Tier_1,10560,5159,1207,3562,1877,1537,1082,2567,1426,3209,991,8,2023,2023,496,432,132,119,515,68,35,175,33177,,,,,,
37055,60,2,Retired,Tier_2,7411,5584,1100,3891,2835,775,1462,1546,1488,2142,613,6,2312,8209,832,664,198,96,107,49,96,118,28847,,,,,,
83020,62,2,Self_Employed,Tier_3,12453,14383,2504,10226,6417,2984,1701,4768,2522,6178,2469,12,9758,16416,2158,1490,158,303,424,52,216,720,66605,,,,,,
53903,29,4,Student,Tier_1,16171,10061,2195,5440,3319,2304,2617,2677,2524,2816,551,13,3227,3227,837,899,558,750,765,57,46,58,50675,,,,,,
37795,46,3,Retired,Tier_3,5669,2222,1085,4451,3008,758,1733,2690,1802,2901,1050,7,2493,10427,609,461,178,361,773,28,64,55,27369,,,,,,
7983,38,4,Professional,Tier_3,1197,512,163,1178,494,216,180,404,383,672,95,7,566,2488,236,80,52,24,68,14,10,12,5494,,,,,,
13918,56,4,Professional,Tier_2,2784,0,425,1782,1007,398,675,770,593,861,214,8,1076,4409,291,152,36,196,105,25,24,60,9509,,,,,,
27195,51,1,Retired,Tier_3,4079,0,1304,3543,1771,949,1341,2047,1354,2162,573,6,1567,8071,568,136,110,226,414,65,46,94,19123,,,,,,
32327,50,4,Self_Employed,Tier_1,9698,0,1285,4026,2558,1239,648,1339,1548,2659,928,8,2687,6401,573,677,208,174,361,71,36,255,25928,,,,,,
12146,49,1,Self_Employed,Tier_3,1822,781,431,1811,943,263,455,631,456,613,362,9,1124,3578,382,68,25,99,131,8,23,79,8568,,,,,,
206549,37,4,Professional,Tier_3,30982,0,6867,22380,14962,9311,5264,11312,8443,16645,4747,23,48163,75637,5401,1638,1272,993,579,409,686,1050,130913,,,,,,
100918,20,2,Student,Tier_3,15138,0,4580,15014,7950,4501,4828,5358,4327,9935,3006,24,24054,26281,757,1044,1327,854,927,65,69,627,74637,,,,,,
48564,21,2,Professional,Tier_1,14569,0,1151,5990,2622,2311,2151,3673,2069,4526,898,14,6675,8603,896,445,497,394,1014,41,64,138,39960,,,,,,
31780,34,3,Student,Tier_3,4767,0,930,4648,2371,1444,686,2476,1465,1900,630,8,2577,10462,1049,128,304,197,468,35,50,102,21317,,,,,,
25316,34,4,Student,Tier_3,3797,0,937,3342,1518,599,1255,1566,1117,1788,482,8,2080,8913,825,253,143,166,297,17,33,89,16401,,,,,,
14008,36,0,Retired,Tier_3,2101,2155,560,1543,1035,522,553,924,536,0,269,6,847,3812,366,145,53,119,122,26,0,77,10198,,,,,,
31918,21,4,Retired,Tier_1,9576,6040,944,4462,2361,693,1158,2524,1467,2518,365,10,0,-189,578,133,206,89,420,42,21,54,32108,,,,,,
36870,46,0,Professional,Tier_1,11061,0,1628,3932,2614,1625,1287,2806,1634,0,667,10,3641,9616,1162,278,408,166,790,35,0,194,27254,,,,,,
11109,34,4,Retired,Tier_2,2222,0,329,1562,691,547,521,796,533,562,288,7,751,3058,302,160,86,87,67,20,14,55,8051,,,,,,
39195,39,1,Professional,Tier_2,7839,5382,821,3988,2074,979,1717,2244,1647,3153,623,9,3617,8728,379,599,276,154,468,77,94,62,30467,,,,,,
26496,19,2,Retired,Tier_1,7949,3582,935,2839,1925,1024,855,1491,1307,2004,454,5,1352,2132,608,512,293,200,394,7,96,34,24365,,,,,,
6521,59,0,Self_Employed,Tier_3,978,0,325,769,382,273,230,494,312,0,128,8,533,2629,130,87,20,30,59,10,0,22,3891,,,,,,
15073,29,0,Self_Employed,Tier_2,3015,2652,451,1556,841,371,372,791,593,0,361,9,1341,4070,441,215,24,41,169,0,0,26,11003,,,,,,
21549,62,4,Self_Employed,Tier_2,4310,4285,635,3037,1101,571,1002,1450,1034,2024,402,7,1413,1697,400,259,84,213,152,27,90,54,19851,,,,,,
135822,28,2,Retired,Tier_2,27164,0,4701,16648,10224,4237,3125,10481,4239,7030,3501,20,27658,44472,1671,2499,1239,165,1327,20,91,465,91350,,,,,,
46826,57,3,Student,Tier_2,9365,8957,1188,6132,2982,1195,1825,2944,1514,2752,703,10,4879,7268,1112,789,229,515,459,18,59,73,39557,,,,,,
10307,46,0,Retired,Tier_1,3092,0,392,1083,669,306,272,637,361,0,109,8,773,3385,261,123,48,54,124,1,0,21,6921,,,,,,
